epoch trainingError testError 
1 0.5284659418362871 0.4526122601138747 
2 0.5129191557143452 0.4218708477489858 
3 0.5051759416040585 0.40191889820720283 
4 0.5017115981472698 0.3894240858037036 
5 0.5002807841477195 0.38159918492007716 
6 0.49974284782759537 0.37663784905748676 
7 0.49957239584290497 0.3734434165019498 
8 0.4995409851639927 0.37135593481282725 
9 0.4995540865550373 0.3699731899865237 
10 0.4995750998605943 0.3690453391800025 
11 0.4995915382047629 0.36841427248997644 
12 0.4996004245412532 0.36797835445211746 
13 0.4996021736927786 0.36767145086538144 
14 0.4995981405515459 0.3674501339093777 
15 0.49958971408146835 0.36728569466963096 
16 0.49957803945128937 0.36715906125288006 
17 0.49956397898022764 0.36705751760368643 
18 0.4995481517850998 0.3669725615731375 
19 0.49953098981903304 0.3668984954313132 
20 0.4995127886359362 0.36683149297621287 
21 0.49949374734131646 0.3667689794993194 
22 0.4994739980343156 0.36670921843103776 
23 0.4994536267436616 0.3666510351498116 
24 0.49943268800533347 0.3665936321231197 
25 0.4994112148824924 0.36653646501161463 
26 0.4993892257964608 0.3664791595405201 
27 0.49936672915894564 0.3664214556717881 
28 0.4993437265019974 0.3663631700797562 
29 0.499320214587413 0.36630417090983824 
30 0.49929618682527926 0.3662443607867919 
31 0.49927163422583354 0.3661836653676178 
32 0.49924654603644025 0.36612202562352814 
33 0.49922091016621095 0.3660593926314638 
34 0.4991947134674076 0.36599572405543584 
35 0.49916794192021746 0.3659309817663541 
36 0.4991405807522705 0.36586513022928474 
37 0.4991126145140322 0.3657981354082767 
38 0.4990840271242969 0.3657299640203997 
39 0.49905480189537 0.3656605830255052 
40 0.49902492154439243 0.36558995927515303 
41 0.49899436819516185 0.3655180592690435 
42 0.4989631233733848 0.3654448489840724 
43 0.4989311679973374 0.36537029375244207 
44 0.4988984823652696 0.3652943581729014 
45 0.4988650461404561 0.3652170060443484 
46 0.4988308383344996 0.3651382003145081 
47 0.498795837289301 0.3650579030387591 
48 0.49876002065797276 0.3649760753457737 
49 0.49872336538488565 0.36489267740771425 
50 0.4986858476849794 0.36480766841346307 
51 0.4986474430224236 0.36472100654385164 
52 0.4986081260886934 0.3646326489481979 
53 0.49856787078010445 0.3645425517216846 
54 0.4985266501748395 0.3644506698832678 
55 0.49848443650949265 0.36435695735391077 
56 0.4984412011551548 0.3642613669350117 
57 0.49839691459305735 0.36416385028694115 
58 0.4983515463897953 0.3640643579076418 
59 0.4983050651721466 0.36396283911126603 
60 0.4982574386015077 0.36385924200684117 
61 0.49820863334796733 0.36375351347697005 
62 0.49815861506404013 0.363645599156576 
63 0.4981073483580835 0.3635354434117124 
64 0.4980547967674282 0.3634229893184615 
65 0.4980009227312476 0.363308178641948 
66 0.4979456875632008 0.36319095181549993 
67 0.49788905142388246 0.3630712479199885 
68 0.4978309732931183 0.362949004663383 
69 0.49777141094214516 0.3628241583605568 
70 0.497710320905721 0.3626966439133852 
71 0.4976476584542098 0.3625663947911717 
72 0.49758337756569393 0.3624333430114478 
73 0.49751743089816514 0.3622974191211862 
74 0.49744976976185096 0.3621585521784705 
75 0.4973803440917391 0.3620166697346663 
76 0.49730910242035864 0.36187169781713596 
77 0.4972359918508905 0.361723560912544 
78 0.4971609580306707 0.3615721819507918 
79 0.4970839451251653 0.36141748228963233 
80 0.49700489579248885 0.3612593816999997 
81 0.4969237511585481 0.36109779835210215 
82 0.49684045079289074 0.3609326488023128 
83 0.49675493268534576 0.3607638479809006 
84 0.49666713322353895 0.36059130918063376 
85 0.4965769871713751 0.3604149440462921 
86 0.4964844276485747 0.36023466256511427 
87 0.49638938611135847 0.3600503730582099 
88 0.4962917923343704 0.35986198217295573 
89 0.49619157439393274 0.35966939487639354 
90 0.49608865865272567 0.35947251444964295 
91 0.49598296974598266 0.3592712424833333 
92 0.4958744305692929 0.3590654788740561 
93 0.49576296226809946 0.35885512182183044 
94 0.4956484842289775 0.3586400678285665 
95 0.495530914072779 0.3584202116975071 
96 0.4954101676497179 0.35819544653361385 
97 0.49528615903647377 0.35796566374486277 
98 0.49515880053538047 0.3577307530443987 
99 0.4950280026757605 0.3574906024534924 
100 0.4948936742174638 0.3572450983052346 
101 0.4947557221566524 0.3569941252488893 
102 0.49461405173387435 0.3567375662548218 
103 0.49446856644445114 0.35647530261990557 
104 0.49431916805120013 0.3562072139733033 
105 0.49416575659949824 0.3559331782825084 
106 0.4940082304346824 0.35565307185952444 
107 0.49384648622177285 0.35536676936705225 
108 0.4936804189674897 0.3550741438245474 
109 0.4935099220445237 0.3547750666140047 
110 0.4933348872180056 0.35446940748531947 
111 0.49315520467411134 0.35415703456107533 
112 0.4929707630507223 0.35383781434060274 
113 0.4927814494700495 0.35351161170315326 
114 0.49258714957312333 0.3531782899100379 
115 0.49238774755603065 0.352837710605578 
116 0.49218312620777926 0.3524897338167272 
117 0.4919731669496583 0.352134217951229 
118 0.49175774987595333 0.3517710197941879 
119 0.491536753795874 0.3513999945029454 
120 0.4913100562765447 0.3510209956001704 
121 0.4910775336869071 0.3506338749650936 
122 0.4908390612423894 0.3502384828228431 
123 0.49059451305019286 0.34983466773186134 
124 0.4903437621550567 0.3494222765694186 
125 0.4900866805853755 0.34900115451527525 
126 0.48982313939954475 0.34857114503357695 
127 0.48955300873243823 0.348132089853119 
128 0.48927615784193235 0.34768382894615496 
129 0.48899245515541684 0.3472262005059785 
130 0.48870176831626055 0.34675904092356125 
131 0.4884039642302258 0.3462821847635823 
132 0.4880989091118638 0.3457954647402519 
133 0.4877864685309574 0.3452987116933879 
134 0.4874665074591167 0.344791754565273 
135 0.4871388903166809 0.34427442037888906 
136 0.48680348102012344 0.34374653421819273 
137 0.48646014303020485 0.34320791921116883 
138 0.4861087394011749 0.3426583965164723 
139 0.4857491328313736 0.3420977853145407 
140 0.48538118571563904 0.3415259028041339 
141 0.4850047601999864 0.34094256420533237 
142 0.48461971823907574 0.34034758277009425 
143 0.48422592165704875 0.33974076980154705 
144 0.4838232322123659 0.3391219346832555 
145 0.48341151166733193 0.3384908849197734 
146 0.48299062186305197 0.3378474261898524 
147 0.4825604248006089 0.33719136241373604 
148 0.4821207827293003 0.3365224958360224 
149 0.4816715582428155 0.3358406271256281 
150 0.48121261438427165 0.33514555549442326 
151 0.48074381476105843 0.33443707883614626 
152 0.4802650236704652 0.3337149938872269 
153 0.47977610623708555 0.33297909641116885 
154 0.4792769285629973 0.3322291814081416 
155 0.47876735789172087 0.3314650433514323 
156 0.4782472627869454 0.33068647645238625 
157 0.4777165133269924 0.3298932749554365 
