epoch trainingSuccess testSuccess 
1 23.027235799427316 23.439694962873773 
2 49.850169807551445 48.98655428456753 
3 62.96197642671639 61.77001806140879 
4 68.81534261170673 67.56973710616094 
5 72.57774522208163 71.0616094722055 
6 74.38902577079311 72.80754565522778 
7 75.66757674635414 74.1119807344973 
8 76.69974029433308 75.25586995785672 
9 77.18585602983285 75.69737106160947 
10 77.7785176799627 76.43989564519366 
11 78.26463341546248 76.92153321292395 
12 78.83065858693482 77.6239213325306 
13 79.31677432243457 78.22596829219346 
14 79.68302590397549 78.66746939594623 
15 80.12918692148898 78.94842464378888 
16 80.5287341013518 79.26951635560907 
17 80.76180328960511 79.47019867549669 
18 80.96823599920091 79.38992574754164 
19 81.04148631550909 79.43006221151917 
20 81.12805487114603 79.67088099538431 
21 81.18798694812546 79.5705398354405 
22 81.5142838116801 79.75115392333936 
23 81.72737564094027 80.1926550270921 
24 81.98042218818672 80.21272325908087 
25 82.17353665845376 80.45354204294601 
26 82.47319704335086 80.5137467389123 
27 82.79283478724113 80.85490668272125 
28 83.0059266165013 81.296407786474 
29 83.15242724911766 81.21613485851896 
30 83.21901844576148 81.31647601846277 
31 83.31890524072718 81.45695364238411 
32 83.3788373177066 81.79811358619305 
33 83.57195178797363 81.8783865141481 
34 83.67849770260372 81.95865944210315 
35 83.81168009589133 82.23961468994581 
36 83.89824865152828 82.21954645795705 
37 83.95152160884332 82.2998193859121 
38 84.03143104481587 82.33995584988962 
39 84.17127255776786 82.40016054585591 
40 84.22454551508291 82.560706401766 
41 84.29779583139108 82.52056993778848 
42 84.34440966904175 82.58077463375476 
43 84.43763734434307 82.58077463375476 
44 84.4642738230006 82.62091109773229 
45 84.58413797695945 82.80152518563114 
46 84.71066125058267 82.80152518563114 
47 84.803888925884 82.84166164960867 
48 84.8371845242059 82.86172988159744 
49 84.91043484051409 82.90186634557496 
50 85.02363987480855 83.10254866546258 
51 85.15016314843177 83.2430262893839 
52 85.27668642205501 83.54404976921533 
53 85.25004994339749 83.54404976921533 
54 85.29000466138376 83.48384507324906 
55 85.32330025970568 83.52398153722656 
56 85.34993673836318 83.38350391330523 
57 85.33661849903442 83.48384507324906 
58 85.38323233668508 83.5641180012041 
59 85.54305120863022 83.82500501705799 
60 85.66957448225344 83.88520971302428 
61 85.76280215755477 84.00561910495685 
62 85.75614303789038 83.88520971302428 
63 85.80275687554105 83.9253461770018 
64 85.77612039688354 83.96548264097933 
65 85.80275687554105 83.76480032109171 
66 85.889325431178 83.9253461770018 
67 85.86268895252047 83.80493678506924 
68 85.73616567889725 83.7246638571142 
69 85.749483918226 83.74473208910295 
70 85.7161883199041 83.74473208910295 
71 85.8227342345342 83.76480032109171 
72 85.83605247386295 83.62432269717038 
73 85.59632416594526 83.60425446518161 
74 85.69621096091097 83.64439092915914 
75 85.6895518412466 83.68452739313666 
76 85.76946127721915 83.60425446518161 
77 85.96923486715056 83.78486855308047 
78 86.18232669641074 84.04575556893438 
79 85.87600719184924 83.7246638571142 
80 86.00918958513685 83.96548264097933 
