epoch trainingError testError 
1 0.018283300468602777 0.01828847831130443 
2 0.01656581974668627 0.016619761310223885 
3 0.014629637345687228 0.014709390477854765 
4 0.013620280005253897 0.013730791400961033 
5 0.012838710329107241 0.012978725920215567 
6 0.012219148559474443 0.012377587333696531 
7 0.011780016279160317 0.011956883370109934 
8 0.011436984665013568 0.01162557371443164 
9 0.011140235515814532 0.011337812064678508 
10 0.010887726406283842 0.011094270831874102 
11 0.010678524510260272 0.010893949694807956 
12 0.010504197294377685 0.010729485557561936 
13 0.010353522227450994 0.010591968200707335 
14 0.010215319482468949 0.010471426901301423 
15 0.01008528961363315 0.010360702283370906 
16 0.009959922100172117 0.010251308872031333 
17 0.009834206320193268 0.010133494932400218 
18 0.009734156902185636 0.01004349999375082 
19 0.009644317768292643 0.009964016539309648 
20 0.009561014421472596 0.009890289503183243 
21 0.009479073012401572 0.00981633640386146 
22 0.009395210816267319 0.00973874116426935 
23 0.009311140639721197 0.009659980047407913 
24 0.009232423240057585 0.009586795534245534 
25 0.009163426865194566 0.009524178520022256 
26 0.009104866436238122 0.009472661965073329 
27 0.0090551827870384 0.009430184379441871 
28 0.009012299844975999 0.009394245335954652 
29 0.008974324296697919 0.009362714495220739 
30 0.008939583110055247 0.009333849503667236 
31 0.008906403908467472 0.009306026860326212 
32 0.008872743485910602 0.009277334899998489 
33 0.008835770879661205 0.009245161537375646 
34 0.008792157860411341 0.009206531637348418 
35 0.008741078384793908 0.009161091382128683 
36 0.00868867666789834 0.00911522874241965 
37 0.0086436833156007 0.009077184844441701 
38 0.008608012834606106 0.009047999761278031 
39 0.008578463544212465 0.009024033776195662 
40 0.008552025273339203 0.009002225658908687 
41 0.008527058967518568 0.008981025918343419 
42 0.008502857069007835 0.008959868618723816 
43 0.00847920510110742 0.008938686523783082 
44 0.008456121220219805 0.008917626181387885 
45 0.008433712079882685 0.008896899313457276 
46 0.008412094325300311 0.008876708835884744 
47 0.00839135357743046 0.008857212574992408 
48 0.00837152885941282 0.008838509626495293 
49 0.008352616177460286 0.00882064426480058 
50 0.008334582440334271 0.00880362063747993 
51 0.008317380534784907 0.008787419819413502 
52 0.008300960495444983 0.008772013745689693 
53 0.008285275704046528 0.008757374137146322 
54 0.008270285022733685 0.008743476537872347 
55 0.008255952346068776 0.008730300461993636 
56 0.008242244963258682 0.008717827053671067 
57 0.008229131791034482 0.008706035853492965 
58 0.008216582190420697 0.008694902193241861 
59 0.008204565751285408 0.008684396276285075 
60 0.008193053079665452 0.008674484201794471 
61 0.008182017269077599 0.008665130380072028 
62 0.008171435466456281 0.008656300311281942 
63 0.008161289847935162 0.008647962678709228 
64 0.008151567427874637 0.008640090015713333 
65 0.00814225839540691 0.008632657639065608 
66 0.008133353029867865 0.008625640953058577 
67 0.008124837607515274 0.00861901155446325 
68 0.008116690001503023 0.008612732792313333 
69 0.008108875837814302 0.008606755565130405 
70 0.008101346083156186 0.008601015204569544 
71 0.008094036843186695 0.008595430360173413 
72 0.008086872032552641 0.00858990492402264 
73 0.008079769565118215 0.008584334179748417 
74 0.008072651583843314 0.00857861599398479 
75 0.008065457416372237 0.00857266540530261 
76 0.008058153699980048 0.008566426547263452 
77 0.008050736063647087 0.008559876075605408 
78 0.008043223847601732 0.008553019165327738 
79 0.008035652294496806 0.008545882330706125 
80 0.008028064101910577 0.008538505302828452 
81 0.008020501693832515 0.008530933351736955 
82 0.008013001915699165 0.008523211448125284 
83 0.00800559378060895 0.008515380826182167 
84 0.00799829857826221 0.008507477555826466 
85 0.007991131199943607 0.008499532362846037 
86 0.007984101813360027 0.008491571067441198 
