RBF Neuron ID,Output Neuron ID,Weight
1,12,0.13370303751971785
2,12,-0.06571652967734831
3,12,0.09019618294243117
4,12,-0.4355822293634051
5,12,-0.41699135602501103
6,12,0.2114512688776849
7,12,0.05429208499762217
8,12,0.13986190002294804
9,12,0.12198619506435204
10,12,-0.4001660132978392
11,12,0.5438313446542983
