epoch trainingError testError 
1 0.5002490360668468 0.5002490360668468 
2 0.4999931079036277 0.4999931079036277 
3 0.499986169628496 0.499986169628496 
4 0.5000254617078659 0.5000254617078659 
5 0.5000565453830697 0.5000565453830697 
6 0.5000698457840154 0.5000698457840154 
7 0.5000680880199684 0.5000680880199684 
8 0.5000560356183397 0.5000560356183397 
9 0.5000377121367958 0.5000377121367958 
10 0.5000159688185237 0.5000159688185237 
11 0.4999926793130638 0.4999926793130638 
12 0.4999690251807558 0.4999690251807558 
13 0.4999457307538986 0.4999457307538986 
14 0.4999232285335179 0.4999232285335179 
15 0.49990176817489945 0.49990176817489945 
16 0.49988148595348925 0.49988148595348925 
17 0.4998624482635743 0.4998624482635743 
18 0.49984467859723003 0.49984467859723003 
19 0.49982817419495146 0.49982817419495146 
20 0.49981291630033076 0.49981291630033076 
21 0.4997988764743644 0.4997988764743644 
22 0.49978602048850207 0.49978602048850207 
23 0.4997743107313899 0.4997743107313899 
24 0.499763707703182 0.499763707703182 
25 0.49975417094922203 0.49975417094922203 
26 0.49974565964866435 0.49974565964866435 
27 0.4997381329901461 0.4997381329901461 
28 0.49973155041550055 0.49973155041550055 
29 0.4997258717811983 0.4997258717811983 
30 0.49972105746801776 0.49972105746801776 
31 0.49971706845769165 0.49971706845769165 
32 0.49971386638806753 0.49971386638806753 
33 0.4997114135938963 0.4997114135938963 
34 0.4997096731376543 0.4997096731376543 
35 0.49970860883313606 0.49970860883313606 
36 0.4997081852635399 0.4997081852635399 
37 0.49970836779514277 0.49970836779514277 
38 0.4997091225872772 0.4997091225872772 
39 0.49971041659909277 0.49971041659909277 
40 0.49971221759344325 0.49971221759344325 
41 0.499714494138152 0.499714494138152 
42 0.49971721560485916 0.49971721560485916 
43 0.4997203521656208 0.4997203521656208 
44 0.49972387478741254 0.49972387478741254 
45 0.49972775522467583 0.49972775522467583 
46 0.4997319660100399 0.4997319660100399 
47 0.4997364804433452 0.4997364804433452 
48 0.49974127257908996 0.49974127257908996 
49 0.49974631721241847 0.49974631721241847 
50 0.4997515898637639 0.4997515898637639 
51 0.4997570667622586 0.4997570667622586 
52 0.4997627248280171 0.4997627248280171 
53 0.4997685416533941 0.4997685416533941 
54 0.4997744954833182 0.4997744954833182 
55 0.49978056519479236 0.49978056519479236 
56 0.49978673027565473 0.49978673027565473 
57 0.49979297080268215 0.49979297080268215 
58 0.49979926741911773 0.49979926741911773 
59 0.49980560131169927 0.49980560131169927 
60 0.4998119541872601 0.4998119541872601 
61 0.4998183082489678 0.4998183082489678 
62 0.4998246461722654 0.4998246461722654 
63 0.49983095108057046 0.49983095108057046 
64 0.49983720652079056 0.49983720652079056 
65 0.4998433964386979 0.4998433964386979 
66 0.4998495051542163 0.4998495051542163 
67 0.49985551733665656 0.49985551733665656 
68 0.49986141797994166 0.49986141797994166 
69 0.4998671923778547 0.4998671923778547 
70 0.49987282609934175 0.49987282609934175 
71 0.49987830496389707 0.49987830496389707 
72 0.499883615017056 0.499883615017056 
73 0.499888742506018 0.499888742506018 
74 0.4998936738554176 0.4998936738554176 
75 0.4998983956432621 0.4998983956432621 
76 0.49990289457705056 0.49990289457705056 
77 0.4999071574700842 0.4999071574700842 
78 0.49991117121798123 0.49991117121798123 
79 0.4999149227754036 0.4999149227754036 
80 0.4999183991330006 0.4999183991330006 
81 0.4999215872945787 0.4999215872945787 
82 0.4999244742544968 0.4999244742544968 
83 0.49992704697529194 0.49992704697529194 
84 0.4999292923655363 0.4999292923655363 
85 0.4999311972579257 0.4999311972579257 
86 0.4999327483875976 0.4999327483875976 
87 0.4999339323706791 0.4999339323706791 
88 0.49993473568306157 0.49993473568306157 
89 0.49993514463939753 0.49993514463939753 
90 0.49993514537231964 0.49993514537231964 
91 0.49993472381187437 0.49993472381187437 
92 0.49993386566516773 0.49993386566516773 
93 0.4999325563962184 0.4999325563962184 
94 0.4999307812060134 0.4999307812060134 
95 0.4999285250127588 0.4999285250127588 
96 0.499925772432324 0.499925772432324 
97 0.49992250775887037 0.49992250775887037 
98 0.49991871494566176 0.49991871494566176 
99 0.4999143775860483 0.4999143775860483 
100 0.49990947889462 0.49990947889462 
101 0.49990400168852367 0.49990400168852367 
102 0.49989792836893626 0.49989792836893626 
103 0.49989124090269055 0.49989124090269055 
104 0.4998839208040461 0.4998839208040461 
105 0.4998759491165994 0.4998759491165994 
106 0.49986730639532756 0.49986730639532756 
107 0.499857972688759 0.499857972688759 
108 0.4998479275212643 0.4998479275212643 
109 0.49983714987546096 0.49983714987546096 
110 0.49982561817472554 0.49982561817472554 
111 0.49981331026580345 0.49981331026580345 
112 0.49980020340151154 0.49980020340151154 
113 0.4997862742235224 0.4997862742235224 
114 0.49977149874522364 0.49977149874522364 
115 0.4997558523346405 0.4997558523346405 
116 0.49973930969741154 0.49973930969741154 
117 0.49972184485980764 0.49972184485980764 
118 0.499703431151778 0.499703431151778 
119 0.4996840411900144 0.4996840411900144 
120 0.4996636468610133 0.4996636468610133 
121 0.49964221930412334 0.49964221930412334 
122 0.4996197288945583 0.4996197288945583 
123 0.49959614522635515 0.49959614522635515 
124 0.4995714370952573 0.4995714370952573 
125 0.49954557248149833 0.49954557248149833 
126 0.4995185185324592 0.4995185185324592 
127 0.49949024154517374 0.49949024154517374 
128 0.4994607069486495 0.4994607069486495 
129 0.49942987928597105 0.49942987928597105 
130 0.4993977221961521 0.4993977221961521 
131 0.4993641983956962 0.4993641983956962 
132 0.4993292696598235 0.4993292696598235 
133 0.49929289680332367 0.49929289680332367 
134 0.49925503966098306 0.49925503966098306 
135 0.49921565706753795 0.49921565706753795 
136 0.49917470683709997 0.49917470683709997 
137 0.4991321457419974 0.4991321457419974 
138 0.4990879294909711 0.4990879294909711 
139 0.49904201270666393 0.49904201270666393 
140 0.4989943489023364 0.4989943489023364 
141 0.49894489045773804 0.49894489045773804 
142 0.4988935885940674 0.4988935885940674 
143 0.4988403933479374 0.4988403933479374 
144 0.49878525354427816 0.49878525354427816 
145 0.4987281167680897 0.4987281167680897 
146 0.498668929334965 0.498668929334965 
147 0.49860763626030014 0.49860763626030014 
148 0.49854418122710376 0.49854418122710376 
149 0.49847850655231873 0.49847850655231873 
150 0.4984105531515669 0.4984105531515669 
151 0.49834026050222924 0.49834026050222924 
152 0.49826756660476773 0.49826756660476773 
153 0.4981924079422027 0.4981924079422027 
154 0.49811471943765245 0.49811471943765245 
155 0.4980344344098485 0.4980344344098485 
156 0.4979514845265359 0.4979514845265359 
157 0.4978657997556737 0.4978657997556737 
158 0.497777308314349 0.497777308314349 
159 0.497685936615324 0.497685936615324 
160 0.49759160921113177 0.49759160921113177 
161 0.49749424873564907 0.49749424873564907 
162 0.49739377584306654 0.49739377584306654 
163 0.49729010914419014 0.49729010914419014 
164 0.49718316514000316 0.49718316514000316 
165 0.49707285815242974 0.49707285815242974 
166 0.49695910025223866 0.49695910025223866 
167 0.4968418011840342 0.4968418011840342 
168 0.4967208682882852 0.4967208682882852 
169 0.4965962064203462 0.4965962064203462 
170 0.4964677178664314 0.4964677178664314 
171 0.4963353022565058 0.4963353022565058 
172 0.49619885647406375 0.49619885647406375 
173 0.49605827456276813 0.49605827456276813 
174 0.4959134476299314 0.4959134476299314 
175 0.4957642637468227 0.4957642637468227 
176 0.49561060784579003 0.49561060784579003 
